% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
4.1957,10.638,0.19144,4.6,-0.569392612367741-0.7138280606806928j            ,0.166241553
4.1957,10.638,0.19144,4.7,-0.7609125389413908-0.5394328952342454j           ,0.13002426
4.1957,10.638,0.19144,4.8,-0.896168713931121-0.31445025605776383j           ,0.098002673
4.1957,10.638,0.19144,4.9,-0.9622246248380246-0.058124515530627946j         ,0.070745312
4.1957,10.638,0.19144,5,-0.9531728475856954+0.2073955025032154j           ,0.048448628
2.3057,10.814,0.12815,0.1,-0.9659896188215816+0.25335911904522823j          ,0.002673213
2.3057,10.814,0.12815,0.2,-0.8667727077841363+0.4880142524925695j           ,0.010547162
2.3057,10.814,0.12815,0.3,-0.7104188528952078+0.6870785282750006j           ,0.023228149
2.3057,10.814,0.12815,0.4,-0.5092518018295168+0.8369417571092567j           ,0.040191098
2.3057,10.814,0.12815,0.5,-0.27852285924265363+0.9281672929206044j          ,0.060930493
2.3057,10.814,0.12815,0.6,-0.03507558584307954+0.9558577011930456j          ,0.085105758
2.3057,10.814,0.12815,0.7,0.20381228398267068+0.9196867307363378j           ,0.11263687
2.3057,10.814,0.12815,0.8,0.4214230590884143+0.8238189682133474j            ,0.143724913
2.3057,10.814,0.12815,0.9,0.6026061502703535+0.67683314162381j              ,0.178762726
2.3057,10.814,0.12815,1,0.7350397172465383+0.491542676778792j             ,0.218102411
2.3057,10.814,0.12815,1.1,0.8108565410501114+0.2843305192909311j            ,0.261667826
2.3057,10.814,0.12815,1.2,0.8283217453781677+0.07345256419884379j           ,0.308487807
2.3057,10.814,0.12815,1.3,0.7926278801721471-0.12393507068645905j           ,0.356381142
2.3057,10.814,0.12815,1.4,0.7146309978242369-0.29526351805593487j           ,0.402121992
2.3057,10.814,0.12815,1.5,0.607306890618962-0.434684456250276j              ,0.442227764
2.3057,10.814,0.12815,1.6,0.4815903251045562-0.5422505553652548j            ,0.474035094
2.3057,10.814,0.12815,1.7,0.34410893634079487-0.6206185630621451j           ,0.496421639
2.3057,10.814,0.12815,1.8,0.19785234360143733-0.6716047109817143j           ,0.509801562
2.3057,10.814,0.12815,1.9,0.04460986167738292-0.6945727198579751j           ,0.515578697
2.3057,10.814,0.12815,2,-0.11269232438044964-0.6868787585432463j          ,0.515498011
2.3057,10.814,0.12815,2.1,-0.26879744003486455-0.6454110378394023j          ,0.511192528
2.3057,10.814,0.12815,2.2,-0.4161009549055704-0.5682254578357824j           ,0.503979824
2.3057,10.814,0.12815,2.3,-0.5453946168075903-0.4557550894373785j           ,0.49483201
2.3057,10.814,0.12815,2.4,-0.6469616407770348-0.3114685210111153j           ,0.484427996
2.3057,10.814,0.12815,2.5,-0.7117588976865027-0.14202679326099948j          ,0.473227662
2.3057,10.814,0.12815,2.6,-0.7325396101964557+0.04297896039615258j          ,0.461538528
2.3057,10.814,0.12815,2.7,-0.7048246134441309+0.231640243155934j            ,0.449565062
2.3057,10.814,0.12815,2.8,-0.6276445525993758+0.41063712590401j             ,0.437439466
2.3057,10.814,0.12815,2.9,-0.5039754076247905+0.5663711259779682j           ,0.425232536
2.3057,10.814,0.12815,3,-0.34078629160950924+0.6862338453024647j          ,0.412947813
2.3057,10.814,0.12815,3.1,-0.1486394250421924+0.7598689333010448j           ,0.400505526
2.3057,10.814,0.12815,3.2,0.059152168970841155+0.7802369414541793j          ,0.387731336
2.3057,10.814,0.12815,3.3,0.26768521206283263+0.7442937778385849j           ,0.3743714
2.3057,10.814,0.12815,3.4,0.46171674572790466+0.653205132041093j            ,0.360140702
2.3057,10.814,0.12815,3.5,0.6268024884800628+0.512185107681537j             ,0.344785056
2.3057,10.814,0.12815,3.6,0.75026783237735+0.3301157836651209j              ,0.328121749
2.3057,10.814,0.12815,3.7,0.8220692385451241+0.11901672527240821j           ,0.310037186
2.3057,10.814,0.12815,3.8,0.8355644753254795-0.10668249379992677j           ,0.290450853
2.3057,10.814,0.12815,3.9,0.788091435719728-0.33110578898043336j            ,0.269280845
2.3057,10.814,0.12815,4,0.6812173962143758-0.538036696713258j             ,0.246459372
2.3057,10.814,0.12815,4.1,0.5206560482362931-0.7119617107772533j            ,0.222027802
2.3057,10.814,0.12815,4.2,0.31604670407711527-0.8389532176153042j           ,0.196271979
2.3057,10.814,0.12815,4.3,0.08074721754928889-0.9075690305443451j           ,0.169798342
2.3057,10.814,0.12815,4.4,-0.16854742252816687-0.9100132142423581j          ,0.143467716
2.3057,10.814,0.12815,4.5,-0.4127753467368697-0.8434488200510436j           ,0.118210601
2.3057,10.814,0.12815,4.6,-0.6322293601686664-0.7109536258010646j           ,0.094830978
2.3057,10.814,0.12815,4.7,-0.808706445889459-0.5216321359784822j            ,0.073893799
2.3057,10.814,0.12815,4.8,-0.9275304729125998-0.28978695885386796j          ,0.05571074
2.3057,10.814,0.12815,4.9,-0.9790309997644983-0.033399347382031985j         ,0.040382785
2.3057,10.814,0.12815,5,-0.9593143442037239+0.22772385621576735j          ,0.027857834
3.8973,10.6,0.48602,0.1,-0.9607042384083423+0.2511072378714388j           ,0.013992521
3.8973,10.6,0.48602,0.2,-0.8513559315314271+0.472204789265373j            ,0.052215715
3.8973,10.6,0.48602,0.3,-0.6926236153815588+0.6438671080627024j           ,0.105707675
3.8973,10.6,0.48602,0.4,-0.5073947595827629+0.7600333112014017j           ,0.164899924
3.8973,10.6,0.48602,0.5,-0.3138697591951312+0.8238232127810146j           ,0.222801088
3.8973,10.6,0.48602,0.6,-0.12403484656221578+0.841997034357493j           ,0.275656351
3.8973,10.6,0.48602,0.7,0.054796745502203544+0.8214840689723147j          ,0.322161241
3.8973,10.6,0.48602,0.8,0.21792979649069483+0.7681683062626371j           ,0.362424057
3.8973,10.6,0.48602,0.9,0.3618308981964017+0.6869364036654372j            ,0.397196778
3.8973,10.6,0.48602,1,0.4833859452345687+0.5821544428699803j            ,0.427434233
3.8973,10.6,0.48602,1.1,0.5796646692289372+0.4581629049246589j            ,0.454075624
3.8973,10.6,0.48602,1.2,0.6479730338798063+0.3196378068097753j            ,0.47796262
3.8973,10.6,0.48602,1.3,0.6860508568736106+0.17180051488457534j           ,0.499818805
3.8973,10.6,0.48602,1.4,0.6923315215470718+0.0204897958067401j            ,0.520257233
3.8973,10.6,0.48602,1.5,0.6662174401172261-0.12788385478055436j           ,0.539800042
3.8973,10.6,0.48602,1.6,0.6083513448129271-0.2664843622047442j            ,0.558894726
3.8973,10.6,0.48602,1.7,0.5208584341140037-0.38829506371819494j           ,0.577933435
3.8973,10.6,0.48602,1.8,0.4075494871767559-0.48645693676893353j           ,0.597263064
3.8973,10.6,0.48602,1.9,0.2740542783392943-0.5547072791207259j            ,0.617194087
3.8973,10.6,0.48602,2,0.12785283638661832-0.5879215667409168j           ,0.638001884
3.8973,10.6,0.48602,2.1,-0.021851765904900712-0.5827542498511821j         ,0.659919985
3.8973,10.6,0.48602,2.2,-0.16449060485158606-0.5383464340712856j          ,0.683125958
3.8973,10.6,0.48602,2.3,-0.28880360407846517-0.45703023601091813j         ,0.707715842
3.8973,10.6,0.48602,2.4,-0.38390390296575533-0.34488626559994306j         ,0.733671257
3.8973,10.6,0.48602,2.5,-0.4407658161973718-0.21191943062112595j          ,0.76081565
3.8973,10.6,0.48602,2.6,-0.4539858180015169-0.07155193155936942j          ,0.788777198
3.8973,10.6,0.48602,2.7,-0.4234714742763165+0.06084572806491957j          ,0.816969708
3.8973,10.6,0.48602,2.8,-0.355438862662918+0.17045285439347263j           ,0.844609039
3.8973,10.6,0.48602,2.9,-0.26200144905181744+0.24611209801480735j         ,0.870784076
3.8973,10.6,0.48602,3,-0.15892594576191663+0.2831402648178723j          ,0.894574134
3.8973,10.6,0.48602,3.1,-0.06187749911456619+0.2845884783031871j          ,0.915180573
3.8973,10.6,0.48602,3.2,0.017654883213808856+0.26012874991935864j         ,0.932021339
3.8973,10.6,0.48602,3.3,0.07516644638279264+0.2227318118998785j           ,0.944740545
3.8973,10.6,0.48602,3.4,0.11356557390310404+0.18434525718769765j          ,0.953119687
3.8973,10.6,0.48602,3.5,0.14116613397262492+0.15216283921646712j          ,0.956918593
3.8973,10.6,0.48602,3.6,0.16811890294272938+0.12665510221766685j          ,0.95569452
3.8973,10.6,0.48602,3.7,0.20248734530791862+0.10172031003662242j          ,0.948651854
3.8973,10.6,0.48602,3.8,0.2469611767813379+0.06669391923708803j           ,0.934562098
3.8973,10.6,0.48602,3.9,0.2968451118148693+0.00970656758837501j           ,0.911788762
3.8973,10.6,0.48602,4,0.3397531628141112-0.07817428287640002j           ,0.87845657
3.8973,10.6,0.48602,4.1,0.35739100444848954-0.19867858261880172j          ,0.832798491
3.8973,10.6,0.48602,4.2,0.3296723554852359-0.34297452238483217j           ,0.773684615
3.8973,10.6,0.48602,4.3,0.24085473532582544-0.4906591308504308j           ,0.701242614
3.8973,10.6,0.48602,4.4,0.0862212392206959-0.6125343905907754j            ,0.617367518
3.8973,10.6,0.48602,4.5,-0.12332284417906246-0.6774654103347968j          ,0.525832094
3.8973,10.6,0.48602,4.6,-0.3614399622641473-0.6614807191244787j           ,0.431804412
3.8973,10.6,0.48602,4.7,-0.5921441014478231-0.5554348007723865j           ,0.340857545
3.8973,10.6,0.48602,4.8,-0.7790177514963031-0.3678127558265086j           ,0.25784512
3.8973,10.6,0.48602,4.9,-0.8939029504598948-0.12179796929911729j          ,0.18610277
3.8973,10.6,0.48602,5,-0.9218941034718248+0.15136235125542116j          ,0.127200701
5.3989,13.831,0.33028,0.1,-0.9601837319948765+0.2509103567208794j           ,0.015091194
5.3989,13.831,0.33028,0.2,-0.8497645307858984+0.4708119740079531j           ,0.056236327
5.3989,13.831,0.33028,0.3,-0.6904362091015271+0.6400378327771673j           ,0.113649414
5.3989,13.831,0.33028,0.4,-0.5058757701343308+0.7530357380082263j           ,0.177026882
5.3989,13.831,0.33028,0.5,-0.3145194668170387+0.8136786778957315j           ,0.239004514
5.3989,13.831,0.33028,0.6,-0.12818370949112495+0.829331083920649j           ,0.29577889
5.3989,13.831,0.33028,0.7,0.04613430663614762+0.8072737403300313j           ,0.346180734
5.3989,13.831,0.33028,0.8,0.2040293831235533+0.7535528814609307j            ,0.390530066
5.3989,13.831,0.33028,0.9,0.3421613503496379+0.6731337555379113j            ,0.429816557
5.3989,13.831,0.33028,1,0.4575071599474702+0.5704790862465343j            ,0.465240811
5.3989,13.831,0.33028,1.1,0.5471590960834272+0.45013056926113415j           ,0.497999394
5.3989,13.831,0.33028,1.2,0.6084518866935824+0.31715099566460375j           ,0.529201548
5.3989,13.831,0.33028,1.3,0.6392894533757171+0.17739553411214692j           ,0.559839819
5.3989,13.831,0.33028,1.4,0.6386007644993013+0.037596722173806725j          ,0.59077555
5.3989,13.831,0.33028,1.5,0.6068900485615256-0.09477034514581902j           ,0.622703051
5.3989,13.831,0.33028,1.6,0.5468221246023879-0.2119266529569578j            ,0.656072658
5.3989,13.831,0.33028,1.7,0.4636981498628964-0.30662128032891545j           ,0.690967416
5.3989,13.831,0.33028,1.8,0.36555370484627064-0.37340232705388715j          ,0.726941191
5.3989,13.831,0.33028,1.9,0.26247982195653285-0.41015224300834396j          ,0.762879481
5.3989,13.831,0.33028,2,0.16484328743259943-0.41931902991401004j          ,0.796998242
5.3989,13.831,0.33028,2.1,0.0805924017202429-0.4079152670497014j            ,0.82711
5.3989,13.831,0.33028,2.2,0.012722995428293263-0.3855626992827582j          ,0.85117953
5.3989,13.831,0.33028,2.3,-0.04149228812907581-0.3609829656071443j          ,0.867969689
5.3989,13.831,0.33028,2.4,-0.08866515956274856-0.3386876805635342j          ,0.877429145
5.3989,13.831,0.33028,2.5,-0.1357560285990712-0.31775276719381895j          ,0.88060348
5.3989,13.831,0.33028,2.6,-0.1868487992797828-0.29312367728620364j          ,0.879166036
5.3989,13.831,0.33028,2.7,-0.2416791382611223-0.2582996105379321j           ,0.874872505
5.3989,13.831,0.33028,2.8,-0.2959758261191198-0.20790079710107484j          ,0.869175569
5.3989,13.831,0.33028,2.9,-0.3428330713261289-0.1392912456168041j           ,0.863063434
5.3989,13.831,0.33028,3,-0.37431288415714326-0.05321447397999064j         ,0.857058085
5.3989,13.831,0.33028,3.1,-0.38285233801270696+0.046249303252357044j        ,0.851285089
5.3989,13.831,0.33028,3.2,-0.3623750581458626+0.15208753498385139j          ,0.845553699
5.3989,13.831,0.33028,3.3,-0.30916413630900885+0.25494696917545745j         ,0.83941958
5.3989,13.831,0.33028,3.4,-0.22257994290062796+0.34385346621561397j         ,0.832222963
5.3989,13.831,0.33028,3.5,-0.10566457267322456+0.4070928426590635j          ,0.823110416
5.3989,13.831,0.33028,3.6,0.03438770080087797+0.43332292300543246j          ,0.81104873
5.3989,13.831,0.33028,3.7,0.18600137285540239+0.4129819926127755j           ,0.794849363
5.3989,13.831,0.33028,3.8,0.33342282682535346+0.3400147095929362j           ,0.773219216
5.3989,13.831,0.33028,3.9,0.4576295042971582+0.213812328349165j             ,0.744859525
5.3989,13.831,0.33028,4,0.538225328121586+0.04106907587649273j            ,0.708626827
5.3989,13.831,0.33028,4.1,0.5564789296357464-0.16300947040773603j           ,0.663759113
5.3989,13.831,0.33028,4.2,0.499298525155708-0.3749153910228795j             ,0.610139432
5.3989,13.831,0.33028,4.3,0.36336653397532975-0.5651839716142157j           ,0.54853184
5.3989,13.831,0.33028,4.4,0.1580907851206718-0.703073593669174j             ,0.480694826
5.3989,13.831,0.33028,4.5,-0.09410143113878018-0.7627971204335869j          ,0.409285474
5.3989,13.831,0.33028,4.6,-0.36092964664158617-0.7295230221065295j          ,0.33752595
5.3989,13.831,0.33028,4.7,-0.6063385922829724-0.6030343729562796j           ,0.268703057
5.3989,13.831,0.33028,4.8,-0.797611049016287-0.3976936330303615j            ,0.205656389
5.3989,13.831,0.33028,4.9,-0.9112003376692506-0.13888962129149676j          ,0.150423618
5.3989,13.831,0.33028,5,-0.935716955924754+0.1424877575960198j            ,0.104131017
3.6123,12.995,0.25264,0.1,-0.9631560967031573+0.25227774095932415j          ,0.008686275
3.6123,12.995,0.25264,0.2,-0.8579503341144934+0.48017935226739056j          ,0.033349014
3.6123,12.995,0.25264,0.3,-0.698457379284796+0.664670224400865j             ,0.070370782
3.6123,12.995,0.25264,0.4,-0.5030858187540393+0.7947773384899223j           ,0.115233641
3.6123,12.995,0.25264,0.5,-0.29024676033222885+0.8671506842853822j          ,0.163806509
3.6123,12.995,0.25264,0.6,-0.07581742361169677+0.8838400072086967j          ,0.21307856
3.6123,12.995,0.25264,0.7,0.12751092037091996+0.8499584884748209j           ,0.261311533
3.6123,12.995,0.25264,0.8,0.309796472972083+0.7721281640295956j             ,0.307844244
3.6123,12.995,0.25264,0.9,0.4631386165223191+0.657811747161593j             ,0.352786327
3.6123,12.995,0.25264,1,0.5811847972306784+0.5152607220422665j            ,0.39673062
3.6123,12.995,0.25264,1.1,0.6590498660504711+0.35374576752714537j           ,0.440517206
3.6123,12.995,0.25264,1.2,0.6936858033648395+0.18377201579765073j           ,0.485027852
3.6123,12.995,0.25264,1.3,0.6846464386554095+0.016998186182616674j          ,0.530970316
3.6123,12.995,0.25264,1.4,0.6350649615132691-0.13443592185405204j           ,0.578619478
3.6123,12.995,0.25264,1.5,0.5524262547810018-0.25941697950039866j           ,0.627528064
3.6123,12.995,0.25264,1.6,0.4484363263661402-0.35015877813781104j           ,0.676293691
3.6123,12.995,0.25264,1.7,0.3372412599139071-0.40460037076929456j           ,0.722566873
3.6123,12.995,0.25264,1.8,0.23192072217083118-0.4274860949984591j           ,0.763468417
3.6123,12.995,0.25264,1.9,0.14054669974249892-0.42878684283461427j          ,0.796388469
3.6123,12.995,0.25264,2,0.06408480584494239-0.4196175600902615j           ,0.819814241
3.6123,12.995,0.25264,2.1,-0.002424745736219678-0.40776251244655676j        ,0.833723854
3.6123,12.995,0.25264,2.2,-0.06621626267073574-0.3952819912919934j          ,0.839367554
3.6123,12.995,0.25264,2.3,-0.1329604692369487-0.37902754114629345j          ,0.838659637
3.6123,12.995,0.25264,2.4,-0.20449365297238228-0.35300564587284566j         ,0.83356936
3.6123,12.995,0.25264,2.5,-0.27843188822362025-0.3110397786366881j          ,0.82572994
3.6123,12.995,0.25264,2.6,-0.34903537760331327-0.24875421591656943j         ,0.816295645
3.6123,12.995,0.25264,2.7,-0.40856584178406796-0.1646707530060494j          ,0.805957496
3.6123,12.995,0.25264,2.8,-0.4486656569678228-0.06059597587160619j          ,0.795027256
3.6123,12.995,0.25264,2.9,-0.4615749288294202+0.05845295274923377j          ,0.783531837
3.6123,12.995,0.25264,3,-0.44116376723906214+0.1846120326380172j          ,0.771292928
3.6123,12.995,0.25264,3.1,-0.3838045960146305+0.3077445394754871j           ,0.757987331
3.6123,12.995,0.25264,3.2,-0.28909856942784995+0.4162091934606841j          ,0.743191924
3.6123,12.995,0.25264,3.3,-0.1604339333433142+0.49783690567360916j          ,0.726419368
3.6123,12.995,0.25264,3.4,-0.005306110181709847+0.5411265672826808j         ,0.707153883
3.6123,12.995,0.25264,3.5,0.16470605714334824+0.5366424720708178j           ,0.684886772
3.6123,12.995,0.25264,3.6,0.3344403671519652+0.47852428935637453j           ,0.659164145
3.6123,12.995,0.25264,3.7,0.48625803797358713+0.3659434309108839j           ,0.629638526
3.6123,12.995,0.25264,3.8,0.6017970066842522+0.20423636563302697j           ,0.59612787
3.6123,12.995,0.25264,3.9,0.6643063405303476+0.005381781100344904j          ,0.558668122
3.6123,12.995,0.25264,4,0.6612838018110475-0.212510381555206j             ,0.517543071
