% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
4.7208,11.212,0.33889,2.3,-0.3009395496921274-0.3981431857930133j           ,0.750917391
4.7208,11.212,0.33889,2.4,-0.3635078179862153-0.29013892264131314j          ,0.783681472
4.7208,11.212,0.33889,2.5,-0.39093123021019954-0.17945517864678973j         ,0.814968612
4.7208,11.212,0.33889,2.6,-0.3884970446117196-0.07796858693353896j          ,0.842990946
4.7208,11.212,0.33889,2.7,-0.36590025972529217+0.0072905248755017376j       ,0.866063848
4.7208,11.212,0.33889,2.8,-0.3335860980512833+0.07578877711490077j          ,0.882976376
4.7208,11.212,0.33889,2.9,-0.2987626792768227+0.13241957258719297j          ,0.893205918
4.7208,11.212,0.33889,3,-0.26303405303100247+0.1841940181070372j          ,0.896885651
4.7208,11.212,0.33889,3.1,-0.22261454220139926+0.23637290188243182j         ,0.894570617
4.7208,11.212,0.33889,3.2,-0.17065561616586014+0.28973341358635724j         ,0.88693121
4.7208,11.212,0.33889,3.3,-0.10041588570240884+0.3397235283207313j          ,0.874504574
4.7208,11.212,0.33889,3.4,-0.008142071170317114+0.3773227372243672j         ,0.857561259
4.7208,11.212,0.33889,3.5,0.10494484121134719+0.3910318945749526j           ,0.836080638
4.7208,11.212,0.33889,3.6,0.23175458558008968+0.36943369854180047j          ,0.809808554
4.7208,11.212,0.33889,3.7,0.35953661380056035+0.30391298801130306j          ,0.778370319
4.7208,11.212,0.33889,3.8,0.4711993784933319+0.1912029724524246j            ,0.741412569
4.7208,11.212,0.33889,3.9,0.5477125731957293+0.03534780556603287j           ,0.69876147
4.7208,11.212,0.33889,4,0.5714067750995423-0.15140657365208715j           ,0.650570347
4.7208,11.212,0.33889,4.1,0.5296941758225105-0.34928411812381166j           ,0.597424685
4.7208,11.212,0.33889,4.2,0.4183931161564597-0.5334591813138132j            ,0.540368502
4.7208,11.212,0.33889,4.3,0.24367247307264017-0.6780832818335877j           ,0.480826789
4.7208,11.212,0.33889,4.4,0.021846808169888984-0.7609830551299946j          ,0.420427507
4.7208,11.212,0.33889,4.5,-0.22310995913385637-0.767761042783215j           ,0.360764927
4.7208,11.212,0.33889,4.6,-0.46365836433319935-0.6941469954884488j          ,0.30318087
4.7208,11.212,0.33889,4.7,-0.6731532037312614-0.5460957943419639j           ,0.248644148
4.7208,11.212,0.33889,4.8,-0.8294435981257374-0.33798372646918406j          ,0.197790318
4.7208,11.212,0.33889,4.9,-0.9169510587648734-0.08987928076968976j          ,0.151122471
4.7208,11.212,0.33889,5,-0.9273933597841394+0.17510639685154844j          ,0.109279306
3.1301,13.081,0.22296,0.1,-0.9638599320448755+0.2525838824019728j           ,0.007175414
3.1301,13.081,0.22296,0.2,-0.8599858367287625+0.4823420245308321j           ,0.027770532
3.1301,13.081,0.22296,0.3,-0.7006815899754174+0.670610196905383j            ,0.059327273
3.1301,13.081,0.22296,0.4,-0.5027921608890512+0.8053153483420811j           ,0.098667233
3.1301,13.081,0.22296,0.5,-0.2842736869101064+0.8811593478067536j           ,0.142746675
3.1301,13.081,0.22296,0.6,-0.061832997900631397+0.8983018688840593j         ,0.189230433
3.1301,13.081,0.22296,0.7,0.1500749656708213+0.860681190236881j             ,0.236705393
3.1301,13.081,0.22296,0.8,0.33931737182203625+0.7747513070541429j           ,0.284624133
3.1301,13.081,0.22296,0.9,0.495838783740926+0.6488735412648337j             ,0.333107028
3.1301,13.081,0.22296,1,0.6115925732723696+0.4932253952969276j            ,0.382683234
3.1301,13.081,0.22296,1.1,0.6809375602916757+0.3198968366205838j            ,0.433990053
3.1301,13.081,0.22296,1.2,0.7015790097790146+0.14272903187983227j           ,0.487415316
3.1301,13.081,0.22296,1.3,0.6758363965307784-0.023616400060569157j          ,0.542687431
3.1301,13.081,0.22296,1.4,0.6115800798756249-0.16574835779119312j           ,0.598497288
3.1301,13.081,0.22296,1.5,0.5217570917385301-0.274598130779466j             ,0.652365404
3.1301,13.081,0.22296,1.6,0.42163702731135333-0.3481654821346173j           ,0.701003014
3.1301,13.081,0.22296,1.7,0.32426286947475835-0.3919706521101365j           ,0.741212599
3.1301,13.081,0.22296,1.8,0.23641656481100784-0.4161403203676767j           ,0.770934442
3.1301,13.081,0.22296,1.9,0.15762275529341765-0.4304861306929056j           ,0.789836758
3.1301,13.081,0.22296,2,0.08260293261530435-0.4404878350814609j           ,0.799147223
3.1301,13.081,0.22296,2.1,0.005235185569447361-0.4461014787812096j          ,0.800966063
3.1301,13.081,0.22296,2.2,-0.07826842133386887-0.4431034295954699j          ,0.797533405
3.1301,13.081,0.22296,2.3,-0.1679523573754645-0.4254855158549625j           ,0.790754081
3.1301,13.081,0.22296,2.4,-0.2602070520949275-0.3876534516161147j           ,0.782017091
3.1301,13.081,0.22296,2.5,-0.3486638626348661-0.3259222503547479j           ,0.772208198
3.1301,13.081,0.22296,2.6,-0.42534787835599797-0.23932042449928775j         ,0.761804917
3.1301,13.081,0.22296,2.7,-0.48181333239678853-0.12989045309725344j         ,0.750984383
3.1301,13.081,0.22296,2.8,-0.510174168615812-0.0026539487366376655j         ,0.739715274
3.1301,13.081,0.22296,2.9,-0.5040265802547867+0.134655985261845j            ,0.727824972
3.1301,13.081,0.22296,3,-0.4592731404253216+0.2720676136242071j           ,0.715047396
3.1301,13.081,0.22296,3.1,-0.3748372548201002+0.3980439234948703j           ,0.701058067
3.1301,13.081,0.22296,3.2,-0.253228567270472+0.5003751696165991j            ,0.685499982
3.1301,13.081,0.22296,3.3,-0.10088126611345674+0.5672873883608767j          ,0.668007989
3.1301,13.081,0.22296,3.4,0.07183443795031558+0.5887326268380451j           ,0.648233708
3.1301,13.081,0.22296,3.5,0.2510339313262406+0.557770572071573j             ,0.625873954
3.1301,13.081,0.22296,3.6,0.4202619173143579+0.47189236390175415j           ,0.600697518
3.1301,13.081,0.22296,3.7,0.5619942840399956+0.3340637032221827j            ,0.572563867
3.1301,13.081,0.22296,3.8,0.6596243526599946+0.1532063815124684j            ,0.541423518
3.1301,13.081,0.22296,3.9,0.6996769824518422-0.05615223211486667j           ,0.507299047
3.1301,13.081,0.22296,4,0.6738111061935492-0.27516337009216196j           ,0.470263713
3.1301,13.081,0.22296,4.1,0.5801549720172955-0.48267630085338536j           ,0.430443797
3.1301,13.081,0.22296,4.2,0.4237459777686532-0.6575369939926115j            ,0.388084448
3.1301,13.081,0.22296,4.3,0.2162087666541261-0.7807661373976538j            ,0.343658008
3.1301,13.081,0.22296,4.4,-0.025079408458982305-0.8374956565959669j         ,0.297972048
3.1301,13.081,0.22296,4.5,-0.2782945152481007-0.818757946427452j            ,0.252187588
3.1301,13.081,0.22296,4.6,-0.5191615834502493-0.7230286350171002j           ,0.207700843
3.1301,13.081,0.22296,4.7,-0.723732975979236-0.5570431312186952j            ,0.165913529
3.1301,13.081,0.22296,4.8,-0.87153047386012-0.33531925485264497j            ,0.12799563
3.1301,13.081,0.22296,4.9,-0.9482236514608122-0.07826932572951277j          ,0.094745819
3.1301,13.081,0.22296,5,-0.9471466765253825+0.1905951922413377j           ,0.066586646
5.2856,12.029,0.24854,0.1,-0.9626367055750908+0.25201138952463054j          ,0.009820833
5.2856,12.029,0.24854,0.2,-0.856607827285169+0.47834272128882566j           ,0.037411271
5.2856,12.029,0.24854,0.3,-0.6975850139950658+0.6598254483417627j           ,0.078005526
5.2856,12.029,0.24854,0.4,-0.5052209209018853+0.786705399846126j            ,0.125846435
5.2856,12.029,0.24854,0.5,-0.2980325525554938+0.8574829498739086j           ,0.175899588
5.2856,12.029,0.24854,0.6,-0.09085135903974925+0.8758235560357689j          ,0.224679129
5.2856,12.029,0.24854,0.7,0.10540586177480958+0.8477144999617706j           ,0.270269731
5.2856,12.029,0.24854,0.8,0.28284948192371584+0.7797694337411385j           ,0.311955801
5.2856,12.029,0.24854,0.9,0.435584801156008+0.678580725947819j              ,0.349794079
5.2856,12.029,0.24854,1,0.5589810991652028+0.5506980435547628j            ,0.384271796
5.2856,12.029,0.24854,1.1,0.649321357924471+0.4028576397884407j             ,0.416087496
5.2856,12.029,0.24854,1.2,0.70377125533385+0.24223598249853107j             ,0.446027749
5.2856,12.029,0.24854,1.3,0.720579702563374+0.0766210436562444j             ,0.474894108
5.2856,12.029,0.24854,1.4,0.6994333523595523-0.08558288361438715j           ,0.503468556
5.2856,12.029,0.24854,1.5,0.6419024387440613-0.23555542208883978j           ,0.532474902
5.2856,12.029,0.24854,1.6,0.5518960663084362-0.3645379180095074j            ,0.562522838
5.2856,12.029,0.24854,1.7,0.4359903215772043-0.46464903258846496j           ,0.594013716
5.2856,12.029,0.24854,1.8,0.3033992269385938-0.5300456715956187j            ,0.627000495
5.2856,12.029,0.24854,1.9,0.16527729960916193-0.5582674417828716j           ,0.661020878
5.2856,12.029,0.24854,2,0.03310516168009258-0.5513022841544177j           ,0.69496984
5.2856,12.029,0.24854,2.1,-0.08370528929393298-0.5156246830404507j          ,0.727124611
5.2856,12.029,0.24854,2.2,-0.18014597112607206-0.4605686308443721j          ,0.755423965
5.2856,12.029,0.24854,2.3,-0.25652431178163987-0.39524257858259687j         ,0.777978582
5.2856,12.029,0.24854,2.4,-0.3170402673784879-0.3253960438848624j           ,0.793602883
5.2856,12.029,0.24854,2.5,-0.36659196079281986-0.25204081096903624j         ,0.802085764
5.2856,12.029,0.24854,2.6,-0.40761563622253355-0.17254039815256078j         ,0.804079304
5.2856,12.029,0.24854,2.7,-0.4385684772532689-0.08328829136188699j          ,0.800720751
5.2856,12.029,0.24854,2.8,-0.45438790856153105+0.017585181194395262j        ,0.79322239
5.2856,12.029,0.24854,2.9,-0.4482119065933101+0.12852474282970072j          ,0.782587477
5.2856,12.029,0.24854,3,-0.41343363518236315+0.24409155289845558j         ,0.769491943
5.2856,12.029,0.24854,3.1,-0.3455091337910575+0.3554465398967036j           ,0.754281196
5.2856,12.029,0.24854,3.2,-0.24329206379083065+0.4514196875742107j          ,0.737029237
5.2856,12.029,0.24854,3.3,-0.10986699044259095+0.5199155251500407j          ,0.717617091
5.2856,12.029,0.24854,3.4,0.04711502951836167+0.5495129606020176j           ,0.69581568
5.2856,12.029,0.24854,3.5,0.21563611441513672+0.5311733226309804j           ,0.671355967
5.2856,12.029,0.24854,3.6,0.3801122840503934+0.45991024387519075j           ,0.643997219
5.2856,12.029,0.24854,3.7,0.5228528842614775+0.33621972521602234j           ,0.613581158
5.2856,12.029,0.24854,3.8,0.6261409044933561+0.16696909603889637j           ,0.580068889
5.2856,12.029,0.24854,3.9,0.6747245002277606-0.03457917719093723j           ,0.543551129
5.2856,12.029,0.24854,4,0.6582973754655352-0.24983348890559784j           ,0.504227793
5.2856,12.029,0.24854,4.1,0.573403597288035-0.4569950559791601j             ,0.462363833
5.2856,12.029,0.24854,4.2,0.4242644648335538-0.633828246648421j             ,0.418261418
5.2856,12.029,0.24854,4.3,0.22238417646249112-0.7604303145676081j           ,0.372291015
5.2856,12.029,0.24854,4.4,-0.014743949175294063-0.8214470877627216j         ,0.325007298
5.2856,12.029,0.24854,4.5,-0.26534733595150106-0.8076578726150526j          ,0.277279552
5.2856,12.029,0.24854,4.6,-0.5053605102037309-0.7171455614995832j           ,0.230312998
5.2856,12.029,0.24854,4.7,-0.7109019991234717-0.555994862307298j            ,0.185488061
5.2856,12.029,0.24854,4.8,-0.8611896963543679-0.33800884058705133j          ,0.144102331
5.2856,12.029,0.24854,4.9,-0.9412290710501967-0.08309861365479139j          ,0.107182456
5.2856,12.029,0.24854,5,-0.9435112967675843+0.1853190514350889j           ,0.075443282
3.1764,12.45,0.078064,0.1,-0.9660828443078646+0.2534239505575009j           ,0.002460239
3.1764,12.45,0.078064,0.2,-0.8669669655899259+0.4884069589070738j           ,0.009826923
3.1764,12.45,0.078064,0.3,-0.7103406373999971+0.6879944236228737j           ,0.022079852
3.1764,12.45,0.078064,0.4,-0.508299964617434+0.8380818803995763j            ,0.039249908
3.1764,12.45,0.078064,0.5,-0.27642709442789565+0.9285116985059593j          ,0.061454087
3.1764,12.45,0.078064,0.6,-0.03266455877457583+0.9539951570756359j          ,0.088826267
3.1764,12.45,0.078064,0.7,0.20415067094848488+0.9149033140381216j           ,0.12127443
3.1764,12.45,0.078064,0.8,0.41633547483998656+0.8176645426270488j           ,0.158089468
3.1764,12.45,0.078064,0.9,0.5898953873234238+0.6741109526821405j            ,0.197597855
3.1764,12.45,0.078064,1,0.7166364677777691+0.49922053304093544j           ,0.237211032
3.1764,12.45,0.078064,1.1,0.7944901153310214+0.3078067382470497j            ,0.274040469
3.1764,12.45,0.078064,1.2,0.8256512106360279+0.11190184491201209j           ,0.305778055
3.1764,12.45,0.078064,1.3,0.8138524809151423-0.0797773197902418j            ,0.331279719
3.1764,12.45,0.078064,1.4,0.7625786944356252-0.26060618614741465j           ,0.350558151
3.1764,12.45,0.078064,1.5,0.6748512179573014-0.42449786767948416j           ,0.364377394
3.1764,12.45,0.078064,1.6,0.5539928170120053-0.565063080407338j             ,0.373795674
3.1764,12.45,0.078064,1.7,0.40453292051358064-0.6756461385628515j           ,0.379855412
3.1764,12.45,0.078064,1.8,0.23277732070948995-0.7499162329741338j           ,0.383440362
3.1764,12.45,0.078064,1.9,0.046933317419475935-0.782659503742568j           ,0.385241365
3.1764,12.45,0.078064,2,-0.14315061919733882-0.7705437941046852j          ,0.385770162
3.1764,12.45,0.078064,2.1,-0.3265392329698443-0.7127334856381461j           ,0.385383108
3.1764,12.45,0.078064,2.2,-0.49197521245276615-0.6112798519135437j          ,0.384297333
3.1764,12.45,0.078064,2.3,-0.6287660381926251-0.47122797530917254j          ,0.382597465
3.1764,12.45,0.078064,2.4,-0.7276796808008921-0.3004045083998806j           ,0.380239413
3.1764,12.45,0.078064,2.5,-0.7817140009027719-0.10890288885526621j          ,0.377063382
3.1764,12.45,0.078064,2.6,-0.7866269883897703+0.09164162915073994j          ,0.372819793
3.1764,12.45,0.078064,2.7,-0.7411871389281611+0.28885451144080737j          ,0.367204696
3.1764,12.45,0.078064,2.8,-0.6471770177148172+0.4703834641401464j           ,0.359901304
3.1764,12.45,0.078064,2.9,-0.5092296089472935+0.6245418532500446j           ,0.350632679
3.1764,12.45,0.078064,3,-0.3346097504714467+0.7408172181315407j           ,0.339226164
3.1764,12.45,0.078064,3.1,-0.1330391869319667+0.8103284563429541j           ,0.325668368
3.1764,12.45,0.078064,3.2,0.08345836152977375+0.8263876212296333j           ,0.310118201
3.1764,12.45,0.078064,3.3,0.30087838233928454+0.7852422400284041j           ,0.292866824
3.1764,12.45,0.078064,3.4,0.5039253161874069+0.6868680090319482j            ,0.274271614
3.1764,12.45,0.078064,3.5,0.6771127698268039+0.5355538161813699j            ,0.254700407
3.1764,12.45,0.078064,3.6,0.806136567020428+0.34006396287036983j            ,0.234500336
3.1764,12.45,0.078064,3.7,0.8793055708685762+0.11328547742512614j           ,0.213988114
3.1764,12.45,0.078064,3.8,0.8888233054782771-0.1286250134592478j            ,0.193448738
3.1764,12.45,0.078064,3.9,0.8317443303130777-0.36750918275132904j           ,0.17313837
3.1764,12.45,0.078064,4,0.7104777440458523-0.5847487561272552j            ,0.153290267
3.1764,12.45,0.078064,4.1,0.5327739767713943-0.7629096977610823j            ,0.134120683
3.1764,12.45,0.078064,4.2,0.3111950892959082-0.887314193327256j             ,0.115831139
3.1764,12.45,0.078064,4.3,0.062115497509776074-0.9473846726243673j          ,0.098603947
3.1764,12.45,0.078064,4.4,-0.19565031864988708-0.9376156764531461j          ,0.082597796
3.1764,12.45,0.078064,4.5,-0.44245487789905796-0.8580749573563304j          ,0.067941049
3.1764,12.45,0.078064,4.6,-0.6594921120835079-0.7143828057367053j           ,0.054727361
3.1764,12.45,0.078064,4.7,-0.830366037119551-0.5171834723016172j            ,0.0430135
3.1764,12.45,0.078064,4.8,-0.9424002507737924-0.2811801259907291j           ,0.032819504
3.1764,12.45,0.078064,4.9,-0.987572283430067-0.023850316594978663j          ,0.024132147
3.1764,12.45,0.078064,5,-0.9630088433661773+0.2360142170123718j           ,0.016911257
3.5604,12.746,0.34893,0.1,-0.9618239954195317+0.2516872154980969j           ,0.011548147
3.5604,12.746,0.34893,0.2,-0.8541735767060319+0.47607838898270477j          ,0.043736868
3.5604,12.746,0.34893,0.3,-0.6944560531549374+0.653667390164459j            ,0.090449733
3.5604,12.746,0.34893,0.4,-0.5036477188836149+0.7757159099187162j           ,0.144603802
3.5604,12.746,0.34893,0.5,-0.3004931339461686+0.8422140855001193j           ,0.200379311
3.5604,12.746,0.34893,0.6,-0.09916612454546647+0.8579490163716136j          ,0.254089565
3.5604,12.746,0.34893,0.7,0.09039356199533567+0.8293582363767207j           ,0.30399392
3.5604,12.746,0.34893,0.8,0.2611443414531171+0.762948498078985j             ,0.349713222
3.5604,12.746,0.34893,0.9,0.4077069448367042+0.6649166135483986j            ,0.391660944
3.5604,12.746,0.34893,1,0.525609504650167+0.5413735471617444j             ,0.430649331
3.5604,12.746,0.34893,1.1,0.6110128364236823+0.39876088763884715j           ,0.467653068
3.5604,12.746,0.34893,1.2,0.6608079134904111+0.24423560957222798j           ,0.503681868
3.5604,12.746,0.34893,1.3,0.6729858676062084+0.0859121087393556j            ,0.539709132
3.5604,12.746,0.34893,1.4,0.64720980855842-0.06711837991859587j             ,0.576614587
3.5604,12.746,0.34893,1.5,0.5855140676776367-0.20508194320563572j           ,0.615114673
3.5604,12.746,0.34893,1.6,0.4930171442746358-0.31826037422915476j           ,0.65564443
3.5604,12.746,0.34893,1.7,0.37838796306522593-0.39827331920800085j          ,0.698200913
3.5604,12.746,0.34893,1.8,0.2536643300255773-0.43988280584970785j           ,0.742157525
3.5604,12.746,0.34893,1.9,0.13292275910062937-0.44294841074229935j          ,0.786128246
3.5604,12.746,0.34893,2,0.029546542278295784-0.41366945556298507j         ,0.828004583
3.5604,12.746,0.34893,2.1,-0.04738699434901321-0.36396814254754367j         ,0.865281664
3.5604,12.746,0.34893,2.2,-0.09606104929739462-0.30840656681270345j         ,0.895657664
3.5604,12.746,0.34893,2.3,-0.12235211521054612-0.259503143296278j           ,0.917688079
3.5604,12.746,0.34893,2.4,-0.1370866182328022-0.22370086875994738j          ,0.93116518
3.5604,12.746,0.34893,2.5,-0.1514692586179749-0.20005469147541635j          ,0.937035184
3.5604,12.746,0.34893,2.6,-0.17304849865352842-0.18193590073761332j         ,0.936953545
3.5604,12.746,0.34893,2.7,-0.20380463233231677-0.16036162404554366j         ,0.932747821
3.5604,12.746,0.34893,2.8,-0.24042173416583643-0.12722118019479578j         ,0.926012161
3.5604,12.746,0.34893,2.9,-0.27586244449149677-0.07742378589686329j         ,0.917905469
3.5604,12.746,0.34893,3,-0.30131879239297044-0.009853480538975579j        ,0.909109894
3.5604,12.746,0.34893,3.1,-0.3079931871681779+0.07255404504134076j          ,0.899876107
3.5604,12.746,0.34893,3.2,-0.28853935894576227+0.16325057967605938j         ,0.890094287
3.5604,12.746,0.34893,3.3,-0.23819042107044844+0.2527963700933018j          ,0.879359319
3.5604,12.746,0.34893,3.4,-0.15564874764048758+0.32977601523977085j         ,0.867021247
3.5604,12.746,0.34893,3.5,-0.04377811869431875+0.3819153308547591j          ,0.852224156
3.5604,12.746,0.34893,3.6,0.08993626056354266+0.3974502618586104j           ,0.833944758
3.5604,12.746,0.34893,3.7,0.233283593020701+0.36678747646763604j            ,0.811045712
3.5604,12.746,0.34893,3.8,0.36979089296068385+0.2844246622028544j           ,0.782357307
3.5604,12.746,0.34893,3.9,0.48000648641914967+0.1509407027434032j           ,0.746810677
3.5604,12.746,0.34893,4,0.5438241917301142-0.02532534850063716j           ,0.703613875
3.5604,12.746,0.34893,4.1,0.5438394635455668-0.2275322770533008j            ,0.652467701
3.5604,12.746,0.34893,4.2,0.46932386101159745-0.4312308732528825j           ,0.593775047
3.5604,12.746,0.34893,4.3,0.3198810744812322-0.6073727683151888j            ,0.528774418
3.5604,12.746,0.34893,4.4,0.10748698304553331-0.727268991079025j            ,0.459526363
3.5604,12.746,0.34893,4.5,-0.14422061817135287-0.768434838750926j           ,0.388708312
3.5604,12.746,0.34893,4.6,-0.4036867272573753-0.7195755413581116j           ,0.319248067
3.5604,12.746,0.34893,4.7,-0.6373121865534067-0.5830498784748939j           ,0.253886016
3.5604,12.746,0.34893,4.8,-0.8156476725929849-0.37405183501263034j          ,0.194804099
3.5604,12.746,0.34893,4.9,-0.9180853418392931-0.1170389045110647j           ,0.1434212
3.5604,12.746,0.34893,5,-0.9350287247705196+0.15916706769253802j          ,0.100387128
5.8043,10.336,0.10235,0.1,-0.9653960023563013+0.25310969275138245j          ,0.003946042
5.8043,10.336,0.10235,0.2,-0.865009864558613+0.4861797027585225j            ,0.015387231
5.8043,10.336,0.10235,0.3,-0.7084380286075563+0.6818221151698797j           ,0.033234163
5.8043,10.336,0.10235,0.4,-0.5096650721226074+0.8272060720110289j           ,0.055971629
5.8043,10.336,0.10235,0.5,-0.2848687437323498+0.914805154821659j            ,0.081981328
5.8043,10.336,0.10235,0.6,-0.050481481705803626+0.9421450875968331j         ,0.109814254
5.8043,10.336,0.10235,0.7,0.178141539796298+0.9109925203305234j             ,0.13835822
5.8043,10.336,0.10235,0.8,0.38745129929622724+0.8264303718330327j           ,0.166894331
5.8043,10.336,0.10235,0.9,0.5660310637324312+0.6960835179297238j            ,0.195076571
5.8043,10.336,0.10235,1,0.7047698125661725+0.5295679005643776j            ,0.22285735
5.8043,10.336,0.10235,1.1,0.7970687836276364+0.338083901850913j             ,0.250380629
5.8043,10.336,0.10235,1.2,0.8391672197805664+0.13399355512701855j           ,0.277844104
5.8043,10.336,0.10235,1.3,0.8305382458371388-0.06980820357734485j           ,0.305333037
5.8043,10.336,0.10235,1.4,0.7741483050077211-0.26086575517189264j           ,0.33264346
5.8043,10.336,0.10235,1.5,0.6762399113904394-0.4284092992954865j            ,0.359165055
5.8043,10.336,0.10235,1.6,0.5453836513016452-0.5644782929386687j            ,0.38392093
5.8043,10.336,0.10235,1.7,0.39097734358615527-0.6643196379116567j           ,0.405816135
5.8043,10.336,0.10235,1.8,0.22190565462567172-0.7257728998403942j           ,0.424011578
5.8043,10.336,0.10235,1.9,0.04610344467053896-0.7481118558919865j           ,0.438203123
5.8043,10.336,0.10235,2,-0.12895599310400413-0.7312574267752655j          ,0.448632928
5.8043,10.336,0.10235,2.1,-0.29556705790439997-0.675858885157369j           ,0.455854882
5.8043,10.336,0.10235,2.2,-0.4456330689923084-0.5839507770139808j           ,0.460412658
5.8043,10.336,0.10235,2.3,-0.5711892560640617-0.4594985958133523j           ,0.462603874
5.8043,10.336,0.10235,2.4,-0.6651950816146057-0.3084009422289644j           ,0.462404362
5.8043,10.336,0.10235,2.5,-0.7220681709044892-0.13801978469176146j          ,0.459568096
5.8043,10.336,0.10235,2.6,-0.7377662744629636+0.04331052746822368j          ,0.453825122
5.8043,10.336,0.10235,2.7,-0.709692518097784+0.22642535988810064j           ,0.445068086
5.8043,10.336,0.10235,2.8,-0.6368713548445993+0.4012029055915057j           ,0.433431106
5.8043,10.336,0.10235,2.9,-0.5205443626603037+0.5565818688130424j           ,0.41925019
5.8043,10.336,0.10235,3,-0.3649304514798462+0.681077323288567j            ,0.402959445
5.8043,10.336,0.10235,3.1,-0.1777368614263987+0.7638207134687788j           ,0.384987526
5.8043,10.336,0.10235,3.2,0.029861978392116188+0.7958716449441304j          ,0.365696587
5.8043,10.336,0.10235,3.3,0.24382733502323264+0.7714829333910936j           ,0.345362314
5.8043,10.336,0.10235,3.4,0.4483243375232334+0.6890695501302232j            ,0.324188443
5.8043,10.336,0.10235,3.5,0.6270833419399329+0.5517548828993022j            ,0.302333031
5.8043,10.336,0.10235,3.6,0.7648849927082979+0.367444300749391j             ,0.279935634
5.8043,10.336,0.10235,3.7,0.8490173410364172+0.14842537176126863j           ,0.257139464
5.8043,10.336,0.10235,3.8,0.8705671505909494-0.08947381612669436j           ,0.234107273
5.8043,10.336,0.10235,3.9,0.8254197112629172-0.3281028979837182j            ,0.211030789
5.8043,10.336,0.10235,4,0.7148602013658053-0.5484885436390516j            ,0.18813521
5.8043,10.336,0.10235,4.1,0.5457006961556373-0.7324864235958934j            ,0.165674389
5.8043,10.336,0.10235,4.2,0.3298858348663625-0.864440094178315j             ,0.14391866
5.8043,10.336,0.10235,4.3,0.08357944927563905-0.9326723200435053j           ,0.123136819
5.8043,10.336,0.10235,4.4,-0.17420130359193267-0.9306322078721861j          ,0.103577599
5.8043,10.336,0.10235,4.5,-0.42326387929047943-0.8575480535081346j          ,0.085459024
5.8043,10.336,0.10235,4.6,-0.644036408837145-0.7185102844749562j            ,0.068960075
5.8043,10.336,0.10235,4.7,-0.8192832345975768-0.5239846610011821j           ,0.054215057
5.8043,10.336,0.10235,4.8,-0.9355580114812505-0.28882623305621713j          ,0.041310614
5.8043,10.336,0.10235,4.9,-0.9842554755340642-0.030919491580284002j         ,0.030285144
5.8043,10.336,0.10235,5,-0.9621794619400117+0.2303946178365153j           ,0.021129003
5.341,12.856,0.33869,0.1,-0.9605910759278294+0.25108758429295874j          ,0.01421981
5.341,12.856,0.33869,0.2,-0.8509157388969213+0.47201889985095924j          ,0.053140563
5.341,12.856,0.33869,0.3,-0.6917316738637634+0.6431939945797684j           ,0.107808777
5.341,12.856,0.33869,0.4,-0.5061382939349314+0.7584296242353191j           ,0.168608532
5.341,12.856,0.33869,0.5,-0.31260796828898363+0.8208649779403745j          ,0.228456946
5.341,12.856,0.33869,0.6,-0.12335389412132723+0.8374189094817186j          ,0.283513387
5.341,12.856,0.33869,0.7,0.05418157557150587+0.8152512921804526j           ,0.332429687
5.341,12.856,0.33869,0.8,0.2152631549096322+0.7604864163890465j            ,0.375322185
5.341,12.856,0.33869,0.9,0.35637065576055044+0.6782342378516774j           ,0.412998274
5.341,12.856,0.33869,1,0.47442508075632844+0.5730772396032683j           ,0.44650332
5.341,12.856,0.33869,1.1,0.5665384451422518+0.4495909118514019j            ,0.476902202
5.341,12.856,0.33869,1.2,0.6300785720656895+0.3127469719283181j            ,0.505190325
5.341,12.856,0.33869,1.3,0.6629102487728917+0.16816232396214686j           ,0.532271435
5.341,12.856,0.33869,1.4,0.6637369034887216+0.0221964359389111j            ,0.558960641
5.341,12.856,0.33869,1.5,0.6325038094634312-0.1181059226018684j            ,0.585989922
5.341,12.856,0.33869,1.6,0.5708342600997505-0.24524970707672247j           ,0.614000829
5.341,12.856,0.33869,1.7,0.48245297499404444-0.3517492671870605j           ,0.64351158
5.341,12.856,0.33869,1.8,0.3735008527603662-0.4308711567130299j            ,0.674847159
5.341,12.856,0.33869,1.9,0.25256102171545686-0.47768816906399j             ,0.708026943
5.341,12.856,0.33869,2,0.13012608693231403-0.49035258145976685j          ,0.742621547
5.341,12.856,0.33869,2.1,0.01722897146857977-0.4712507301352177j           ,0.777625912
5.341,12.856,0.33869,2.2,-0.07680047506033022-0.42738972878671766j         ,0.811439707
5.341,12.856,0.33869,2.3,-0.1469024208769486-0.36926963505664656j          ,0.842059615
5.341,12.856,0.33869,2.4,-0.19393835034852044-0.3080142462361249j          ,0.86751514
5.341,12.856,0.33869,2.5,-0.22412620272796-0.2517001900427519j             ,0.88641446
5.341,12.856,0.33869,2.6,-0.24607015555942027-0.2027703853691248j          ,0.898333649
5.341,12.856,0.33869,2.7,-0.2668194741759136-0.15801557531446464j          ,0.903838446
5.341,12.856,0.33869,2.8,-0.2890095471981909-0.11097548312512477j          ,0.904157924
5.341,12.856,0.33869,2.9,-0.31020347451911867-0.0552465427382035j          ,0.900721624
5.341,12.856,0.33869,3,-0.3241270898909085+0.012853124892659771j         ,0.894776427
5.341,12.856,0.33869,3.1,-0.32277824835959035+0.09294065544463607j         ,0.887176237
